sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,n_leaves,date_collected,notes,,,,
2409,non_plot,chpa,4,1,3.2,0.8,0.04786,,0.00895,,1,17-May-17,16,9,7,,
2410,non_plot,chpa,4,2,2.5,1.2,0.06855,,0.01388,,1,17-May-17,,,,,
2411,non_plot,chpa,4,3,2.5,1.2,0.05452,,0.01192,,1,17-May-17,,,,,
2412,non_plot,chpa,5,1,2.6,1.2,0.07155,,0.016,,1,17-May-17,12,8,8,,
2413,non_plot,chpa,5,2,2.5,1.2,0.05926,,0.01667,,1,17-May-17,,,,,
2414,non_plot,chpa,5,3,2.5,1.2,0.05926,,0.015,,1,17-May-17,,,,,
2415,non_plot,chpa,6,1,3,1.3,0.15991,,0.02364,,1,17-May-17,10,14,14,,
2416,non_plot,chpa,6,2,2.8,1.4,0.13917,,0.01933,,1,17-May-17,,,,,
2417,non_plot,chpa,6,3,3.1,1.6,0.14135,,0.02535,,1,17-May-17,,,,,
2418,non_plot,chpa,7,1,2.6,1.1,0.07091,,0.01431,,1,17-May-17,6,7,6,,
2419,non_plot,chpa,7,2,2.2,1,0.04292,,0.00977,,1,17-May-17,,,,,
2420,non_plot,chpa,7,3,1.6,0.8,0.03882,,0.00637,,1,17-May-17,,,,,
2421,non_plot,chpa,8,1,3.8,1.5,0.20916,,0.02149,,1,17-May-17,9,9,8,,
2422,non_plot,chpa,8,2,4.2,1.9,0.27081,,0.02992,,1,17-May-17,,,,,
2423,non_plot,chpa,8,3,2.3,1,0.08929,,0.00952,,1,17-May-17,,,,,
2424,756,clpu,1,1,3,0.4,0.02664,,0.00785,,1,17-May-17,20,13,13,,
2425,756,clpu,1,2,2.4,0.3,0.01284,,0.00369,,1,17-May-17,,,,,
2426,756,clpu,1,3,3,0.4,0.02815,,0.00809,,1,17-May-17,,,,,
2427,756,clpu,2,1,3.9,0.5,0.05146,,0.01413,,1,17-May-17,24,12,9,,
2428,756,clpu,2,2,2.7,0.4,0.02831,,0.00779,,1,17-May-17,,,,,
2429,756,clpu,2,3,2.8,0.6,0.03821,,0.00938,,1,17-May-17,,,,,
2430,756,clpu,3,1,2.7,0.3,0.01895,,0.00464,,1,17-May-17,12,15,6,using half of plant,
2431,756,clpu,3,2,2.3,0.3,0.01823,,0.00413,,1,17-May-17,,,,,
2432,756,clpu,3,3,2.5,0.3,0.01791,,0.00435,,1,17-May-17,,,,,
2433,756,clpu,4,1,2.2,0.2,0.01225,,0.00216,,1,17-May-17,17,5,5,,
2434,756,clpu,4,2,1.7,0.2,0.00988,,0.00323,,1,17-May-17,,,,,
2435,756,clpu,4,3,2.2,0.2,0.01235,,0.00322,,1,17-May-17,,,,,
2436,756,clpu,5,1,2,0.2,0.01191,,0.00331,,1,17-May-17,11.5,3,2,,
2437,756,clpu,5,2,2.1,0.3,0.01505,,0.00405,,1,17-May-17,,,,,
2438,756,clpu,5,3,1.9,0.2,0.00971,,0.00274,,1,17-May-17,,,,,
2439,756,lopu,1,1,1.6,2,0.02865,,0.0088,,1,17-May-17,16,17,16,using half of plant,
2440,756,lopu,1,2,1.6,2,0.03209,,0.0096,,1,17-May-17,,,,,
2441,756,lopu,1,3,1.7,2.4,0.03794,,0.0105,,1,17-May-17,,,,,
2442,756,lopu,2,1,0.7,1,0.00622,,0.0021,,1,17-May-17,5,1,1,,
2443,756,lopu,2,2,0.7,1,0.00656,,0.0022,,1,17-May-17,,,,,
2444,756,lopu,2,3,0.7,1,0.00576,,0.0019,,1,17-May-17,,,,,
2445,756,lopu,3,1,0.7,1,0.00693,,0.0024,,1,17-May-17,6,1.5,1,,
2446,756,lopu,3,2,0.7,1,0.0058,,0.0021,,1,17-May-17,,,,,
2447,756,lopu,3,3,0.7,1,0.00599,,0.002,,1,17-May-17,,,,,
2448,756,lopu,4,1,1.6,2,0.02339,,0.0063,,1,17-May-17,9,10,4,,
2449,756,lopu,4,2,1.6,2,0.02076,,0.0059,,1,17-May-17,,,,,
2450,756,lopu,4,3,1.6,1.8,0.01854,,0.0054,,1,17-May-17,,,,,
2451,756,lopu,5,1,1.2,1.6,0.01627,,0.004,,1,17-May-17,13,2,1,,
2452,756,lopu,5,2,1.1,1.4,0.01573,,0.0041,,1,17-May-17,,,,,
2453,756,lopu,5,3,1.1,1.6,0.02082,,0.0054,,1,17-May-17,,,,,
2454,757,naat,1,1,2,0.9,0.01588,,0.00424,,1,17-May-17,9,12,8,using half of plant,
2455,757,naat,1,2,2,0.6,0.01383,,0.00304,,1,17-May-17,,,,,
2456,757,naat,1,3,1.6,0.6,0.00953,,0.00269,,1,17-May-17,,,,,
2457,757,naat,2,1,2.9,0.6,0.02728,,0.00506,,1,17-May-17,6,8,6,,
2458,757,naat,2,2,3,0.6,0.02562,,0.00563,,1,17-May-17,,,,,
2459,757,naat,2,3,1.3,0.7,0.00936,,0.00305,,1,17-May-17,,,,,
2460,757,naat,3,1,2.2,0.6,0.01464,,0.00333,,1,17-May-17,9,6,4,,
2461,757,naat,3,2,2,0.6,0.01384,,0.00295,,1,17-May-17,,,,,
2462,757,naat,3,3,2,0.5,0.01432,,0.00312,,1,17-May-17,,,,,
2463,757,naat,4,1,2.2,0.5,0.01695,,0.00367,,1,17-May-17,4,6,5,,
2464,757,naat,4,2,1.5,0.6,0.0086,,0.00254,,1,17-May-17,,,,,
2465,757,naat,4,3,1.7,0.6,0.01004,,0.00294,,1,17-May-17,,,,,
2466,757,naat,5,1,2,0.7,0.01361,,0.0031,,1,17-May-17,9,10,10,,
2467,757,naat,5,2,2.4,0.6,0.01465,,0.0033,,1,17-May-17,,,,,
2468,757,naat,5,3,1.6,0.6,0.00735,,0.00206,,1,17-May-17,,,,,
2469,756,clbo,1,1,2.5,0.1,0.00922,,0.0033,,1,17-May-17,32,2,2,,
2470,756,clbo,1,2,2.3,0.1,0.00882,,0.0027,,1,17-May-17,,,,,
2471,756,clbo,1,3,2.5,0.1,0.01093,,0.0036,,1,17-May-17,,,,,
2472,756,clbo,2,1,2.7,0.1,0.01046,,0.0031,,1,17-May-17,28,1,1,"leaf folding in half, double for leaf area",
2473,756,clbo,2,2,2.8,0.2,0.01099,,0.0029,,1,17-May-17,,,,"leaf folding in half, double for leaf area",
2474,756,clbo,2,3,2.6,0.2,0.00976,,0.0021,,1,17-May-17,,,,"leaf folding in half, double for leaf area",
2475,756,clbo,3,1,2.2,0.1,0.00701,,0.0026,,1,17-May-17,23,1,1,"leaf folding in half, double for leaf area",
2476,756,clbo,3,2,2,0.1,0.00595,,0.0021,,1,17-May-17,,,,"leaf folding in half, double for leaf area",
2477,756,clbo,3,3,2.1,0.1,0.00588,,0.002,,1,17-May-17,,,,"leaf folding in half, double for leaf area",
2478,757,heco,1,1,7.7,0.9,0.14354,,0.0348,,1,17-May-17,14,8,5,,
2479,757,heco,1,2,7.4,0.9,0.10715,,0.0307,,1,17-May-17,,,,,
2480,757,heco,1,3,8.6,0.9,0.11721,,0.0319,,1,17-May-17,,,,,
2481,757,heco,2,1,7.6,0.7,0.10454,,0.0263,,1,17-May-17,10,8,9,,
2482,757,heco,2,2,7.1,0.6,0.10015,,0.0254,,1,17-May-17,,,,,
2483,757,heco,2,3,5.6,0.7,0.06718,,0.0172,,1,17-May-17,,,,,
2484,757,heco,3,1,6.8,0.8,0.09957,,0.0284,,1,17-May-17,10,9,6,,
2485,757,heco,3,2,7.6,0.6,0.11063,,0.0323,,1,17-May-17,,,,,
2486,757,heco,3,3,4.5,0.6,0.05541,,0.0162,,1,17-May-17,,,,,
2487,757,clbo,1,1,2.5,0.3,0.01213,,0.0039,,1,17-May-17,17,14,4,,
2488,757,clbo,1,2,2.6,0.4,0.01564,,0.0047,,1,17-May-17,,,,,
2489,757,clbo,1,3,2.4,0.2,0.01173,,0.0035,,1,17-May-17,,,,,
2490,757,clpu,1,1,2.9,0.3,0.02036,,0.005,,1,17-May-17,11,8,6,,
2491,757,clpu,1,2,2.8,0.3,0.01635,,0.00388,,1,17-May-17,,,,,
2492,757,clpu,1,3,3,0.3,0.02485,,0.00604,,1,17-May-17,,,,,
2493,757,clpu,2,1,2.5,0.3,0.01687,,0.00428,,1,17-May-17,20,7,4,,
2494,757,clpu,2,2,2.5,3,0.01456,,0.00378,,1,17-May-17,,,,,
2495,757,clpu,2,3,2.4,0.3,0.01422,,0.00385,,1,17-May-17,,,,,
2496,757,clpu,3,1,2.6,0.3,0.01853,,0.00445,,1,17-May-17,23,10,6,,
2497,757,clpu,3,2,3,0.3,0.02247,,0.00566,,1,17-May-17,,,,,
2498,757,clpu,3,3,2.5,0.3,0.01953,,0.00462,,1,17-May-17,,,,,
2499,757,clpu,4,1,1.9,0.3,0.00995,,0.00246,,1,17-May-17,14,6,4,,
2500,757,clpu,4,2,2.4,0.3,0.01469,,0.00347,,1,17-May-17,,,,,
2501,757,clpu,4,3,2,0.3,0.01045,,0.00258,,1,17-May-17,,,,,
2502,757,clpu,5,1,2.8,0.3,0.02367,,0.00553,,1,17-May-17,13,10,6,,
2503,757,clpu,5,2,2.6,0.3,0.01912,,0.00469,,1,17-May-17,,,,,
2504,757,clpu,5,3,2.9,0.4,0.0236,,0.0059,,1,17-May-17,,,,,
2505,762,lopu,1,1,2,2.5,0.04774,,0.0151,,1,18-May-17,12,43,12,,
2506,762,lopu,1,2,2,3,0.04837,,0.0156,,1,18-May-17,,,,,
2507,762,lopu,1,3,3,2,0.06431,,0.0187,,1,18-May-17,,,,,
2508,762,clpu,1,1,3.5,0.4,0.04616,,0.012,,1,18-May-17,35,13,10,,
2509,762,clpu,1,2,3.4,0.4,0.03976,,0.0113,,1,18-May-17,,,,,
2510,762,clpu,1,3,3.6,0.4,0.03847,,0.011,,1,18-May-17,,,,,
2511,762,clpu,2,1,3.1,0.3,0.02048,,0.0051,,1,18-May-17,38,19,15,using half of plant,
2512,762,clpu,2,2,4.6,0.4,0.06828,,0.017,,1,18-May-17,,,,,
2513,762,clpu,2,3,4.6,0.5,0.06149,,0.0153,,1,18-May-17,,,,,
2514,762,clpu,3,1,4.5,0.5,0.0609,,0.0156,,1,18-May-17,29,18,8,,
2515,762,clpu,3,2,4,0.5,0.04728,,0.0122,,1,18-May-17,,,,,
2516,762,clpu,3,3,3.9,0.4,0.03594,,0.0096,,1,18-May-17,,,,,
2517,762,clpu,4,1,2.6,0.2,0.0181,,0.0051,,1,18-May-17,31,45,35,using quarter of plant,
2518,762,clpu,4,2,2.4,0.4,0.01861,,0.0054,,1,18-May-17,,,,,
2519,762,clpu,4,3,3.1,0.4,0.0383,,0.0099,,1,18-May-17,,,,,
2520,762,clpu,5,1,3.5,0.4,0.04024,,0.0094,,1,18-May-17,27,25,29,using quarter of plant,
2521,762,clpu,5,2,3,0.4,0.02981,,0.0078,,1,18-May-17,,,,,
2522,762,clpu,5,3,3,0.3,0.02953,,0.0073,,1,18-May-17,,,,,
2523,763,lopu,1,1,0.8,1.2,0.00708,,0.0026,,1,18-May-17,9,4,2,"growing with other LOPUs, not a lambda individual",
2524,763,lopu,1,2,0.8,1,0.00752,,0.0027,,1,18-May-17,,,,,
2525,763,lopu,1,3,0.9,1.1,0.00828,,0.0028,,1,18-May-17,,,,,
2526,763,lopu,2,1,1,1.1,0.01184,,0.0049,,1,18-May-17,9,10,6,,
2527,763,lopu,2,2,1,1.3,0.01311,,0.0051,,1,18-May-17,,,,,
2528,763,lopu,2,3,0.8,1.1,0.0064,,0.0027,,1,18-May-17,,,,,
2529,763,lopu,3,1,1,1,0.00737,,0.0032,,1,18-May-17,6,4,2,,
2530,763,lopu,3,2,1,1,0.00787,,0.0033,,1,18-May-17,,,,,
2531,763,lopu,3,3,1,1,0.00592,,0.0026,,1,18-May-17,,,,,
2532,763,lopu,4,1,1,1.2,0.01376,,0.0048,,1,18-May-17,8,7,2,,
2533,763,lopu,4,2,1,1.3,0.01175,,0.0037,,1,18-May-17,,,,,
2534,763,lopu,4,3,1,1.2,0.01288,,0.0043,,1,18-May-17,,,,,
2535,763,lopu,5,1,0.8,0.8,0.006,,0.0027,,1,18-May-17,7,3,1,,
2536,763,lopu,5,2,0.8,0.8,0.00578,,0.0026,,1,18-May-17,,,,,
2537,763,lopu,5,3,0.7,0.8,0.004,,0.0018,,1,18-May-17,,,,,
2538,763,heco,1,1,2.3,0.4,0.01664,,0.0057,,1,18-May-17,12,10,9,"included some brown leaves in all leaves scan, these leaves were green till very recently",
2539,763,heco,1,2,2.1,0.2,0.01229,,0.0041,,1,18-May-17,,,,,
2540,763,heco,1,3,2,0.4,0.01762,,0.0056,,1,18-May-17,,,,"leaf tip was damaged, so cut off before weighing and scanning",
2541,763,heco,2,1,1.6,0.3,0.00917,,0.003,,1,18-May-17,8,7,7,,
2542,763,heco,2,2,1.5,0.3,0.00845,,0.0026,,1,18-May-17,,,,,
2543,763,heco,2,3,1,0.2,0.00512,,0.0013,,1,18-May-17,,,,,
2544,763,heco,3,1,2.9,0.4,0.02178,,0.0076,,1,18-May-17,13,11,9,,
2545,763,heco,3,2,2,0.3,0.0106,,0.0038,,1,18-May-17,,,,,
2546,763,heco,3,3,1.9,0.3,0.01111,,0.0038,,1,18-May-17,,,,,
2547,763,heco,4,1,2.6,0.4,0.02383,,0.0079,,1,18-May-17,9.5,7,5,,
2548,763,heco,4,2,2,0.3,0.01542,,0.0045,,1,18-May-17,,,,,
2549,763,heco,4,3,2.1,0.3,0.0131,,0.0045,,1,18-May-17,,,,,
2550,763,clbo,1,1,2.2,0.2,0.00937,,0.0027,,1,18-May-17,23,3,3,"leaf curling, double for leaf area",
2551,763,clbo,1,2,2.3,0.2,0.01066,,0.0029,,1,18-May-17,,,,"leaf curling, double for leaf area",
2552,763,clbo,1,3,2.2,0.2,0.00887,,0.0028,,1,18-May-17,,,,"leaf curling, double for leaf area",
2553,760,CEME,1,1,2.5,0.5,0.01703,,0.00634,,1,22-May-17,17.5,14,3,,
2554,760,CEME,1,2,2.9,0.6,0.0239,,0.00793,,1,22-May-17,,,,,
2555,760,CEME,1,3,3.1,0.6,0.03006,,0.01088,,1,22-May-17,,,,,
2556,760,CEME,2,1,4,0.8,0.06311,,0.01792,,1,22-May-17,23,15,7,,
2557,760,CEME,2,2,4.2,1,0.05863,,0.01669,,1,22-May-17,,,,,
2558,760,CEME,2,3,2.2,0.4,0.01799,,0.00494,,1,22-May-17,,,,,
2559,760,CEME,3,1,2.7,0.5,0.02677,,0.00745,,1,22-May-17,30,14,6,,
2560,760,CEME,3,2,3.7,0.6,0.05078,,0.01351,,1,22-May-17,,,,,
2561,760,CEME,3,3,3.9,0.6,0.05145,,0.01455,,1,22-May-17,,,,,
2562,760,CEME,4,1,3,0.5,0.03008,,0.00795,,1,22-May-17,24,8,4,,
2563,760,CEME,4,2,2.7,0.4,0.02315,,0.00654,,1,22-May-17,,,,,
2564,760,CEME,4,3,3.3,0.5,0.02946,,0.00854,,1,22-May-17,,,,,
2565,760,CEME,5,1,3.9,0.6,0.04426,,0.01222,,1,22-May-17,23,9,4,,
2566,760,CEME,5,2,3,0.8,0.03346,,0.01002,,1,22-May-17,,,,,
2567,760,CEME,5,3,3.9,0.6,0.04246,,0.01221,,1,22-May-17,,,,,
2568,760,clpu,1,1,2.3,0.3,0.01789,,0.00431,,1,22-May-17,9,9,5,herbivory,
2569,760,clpu,1,2,2.5,0.3,0.02155,,0.00548,,1,22-May-17,,,,,
2570,760,clpu,1,3,2,0.2,0.0121,,0.00314,,1,22-May-17,,,,,
2571,760,clpu,2,1,1.5,0.2,0.00878,,0.00223,,1,22-May-17,7,7.5,7,half of plant,
2572,760,clpu,2,2,1.4,0.3,0.01207,,0.00299,,1,22-May-17,,,,,
2573,760,clpu,2,3,1.9,0.2,0.01323,,0.00327,,1,22-May-17,,,,,
2574,760,clpu,3,1,2.5,0.4,0.0255,,0.00773,,1,22-May-17,13.5,16,9,half of plant,
2575,760,clpu,3,2,2.5,0.4,0.0248,,0.00737,,1,22-May-17,,,,,
2576,760,clpu,3,3,2.4,0.4,0.02544,,0.00787,,1,22-May-17,,,,,
2577,760,clpu,4,1,1.8,0.2,0.01027,,0.00274,,1,22-May-17,7,6.5,6.5,,
2578,760,clpu,4,2,1.7,0.2,0.00879,,0.00237,,1,22-May-17,,,,,
2579,760,clpu,4,3,1.5,0.2,0.00716,,0.00206,,1,22-May-17,,,,,
2580,760,clpu,5,1,1.4,0.2,0.00793,,0.0024,,1,22-May-17,7.5,5.5,3,,
2581,760,clpu,5,2,1.3,0.2,0.00839,,0.00257,,1,22-May-17,,,,,
2582,760,clpu,5,3,1.3,0.2,0.00591,,0.00184,,1,22-May-17,,,,,
2583,760,heco,1,1,9,0.8,0.148,,0.04295,,1,22-May-17,18,10,8,,
2584,760,heco,1,2,6.3,0.6,0.08673,,0.02619,,1,22-May-17,,,,,
2585,760,heco,1,3,2.8,0.8,0.134,,0.03771,,1,22-May-17,,,,,
2586,760,heco,2,1,8,0.6,0.11005,,0.0357,,1,22-May-17,30,14,11,,
2587,760,heco,2,2,8.4,0.9,0.138,,0.04446,,1,22-May-17,,,,,
2588,760,heco,2,3,5.8,0.5,0.06162,,0.01956,,1,22-May-17,,,,,
2589,760,heco,3,1,7.5,1,0.1769,,0.05284,,1,22-May-17,29,14,14,,
2590,760,heco,3,2,7.9,1,0.15981,,0.04691,,1,22-May-17,,,,,
2591,760,heco,3,3,6.6,0.8,0.1125,,0.03295,,1,22-May-17,,,,,
2592,760,heco,4,1,10.4,0.9,0.21344,,0.06526,,1,22-May-17,12.5,15,15,,
2593,760,heco,4,2,8.2,0.8,0.14435,,0.04543,,1,22-May-17,,,,,
2594,760,heco,4,3,9.3,1,0.229,,0.06467,,1,22-May-17,,,,,
2595,760,heco,5,1,4.5,0.6,0.05676,,0.01691,,1,22-May-17,12,11,10,,
2596,760,heco,5,2,4.7,0.6,0.0648,,0.01819,,1,22-May-17,,,,,
2597,760,heco,5,3,2.8,0.6,0.02983,,0.00881,,1,22-May-17,,,,,
2598,761,ceme,1,1,3.3,0.6,0.02907,,0.00785,,1,22-May-17,18,3,3,,
2599,761,ceme,1,2,2.9,0.5,0.02378,,0.00674,,1,22-May-17,,,,,
2600,761,ceme,1,3,3.5,0.7,0.03183,,0.00803,,1,22-May-17,,,,,
2601,761,ceme,2,1,2.6,0.6,0.03208,,0.00758,,1,22-May-17,26,14,10,,
2602,761,ceme,2,2,2.4,0.5,0.02348,,0.00554,,1,22-May-17,,,,,
2603,761,ceme,2,3,2.6,0.6,0.02317,,0.006,,1,22-May-17,,,,,
2604,761,ceme,3,1,2.2,0.3,0.01521,,0.00383,,1,22-May-17,23,11,7,,
2605,761,ceme,3,2,2.5,0.5,0.02313,,0.006,,1,22-May-17,,,,,
2606,761,ceme,3,3,2,0.5,0.01986,,0.00497,,1,22-May-17,,,,,
2607,761,ceme,4,1,5.4,0.9,0.0926,,0.02302,,1,22-May-17,21,9,4,,
2608,761,ceme,4,2,5.9,1.1,0.109,,0.02546,,1,22-May-17,,,,,
2609,761,ceme,4,3,2.9,0.3,0.02722,,0.00686,,1,22-May-17,,,,,
2610,761,ceme,5,1,3,0.6,0.0386,,0.00903,,1,22-May-17,11,12,10,,
2611,761,ceme,5,2,2.8,0.6,0.03944,,0.0098,,1,22-May-17,,,,,
2612,761,ceme,5,3,3,0.6,0.03933,,0.0099,,1,22-May-17,,,,,
2613,761,heco,1,1,7,0.8,0.0789,,0.02277,,1,23-May-17,20,24,14,,
2614,761,heco,1,2,6.5,0.6,0.08682,,0.02744,,1,23-May-17,,,,,
2615,761,heco,1,3,5.9,0.8,0.08224,,0.02348,,1,23-May-17,,,,,
2616,761,heco,2,1,6.4,0.6,0.07233,,0.02205,,1,23-May-17,20,23.5,9.5,using half of plant,
2617,761,heco,2,2,5.5,0.6,0.05473,,0.01396,,1,23-May-17,,,,,
2618,761,heco,2,3,6,0.7,0.07578,,0.0205,,1,23-May-17,,,,,
2619,761,heco,3,1,5,1,0.086,,0.02912,,1,23-May-17,33,30,24,using fourth of plant,
2620,761,heco,3,2,4.4,0.8,0.07361,,0.02587,,1,23-May-17,,,,,
2621,761,heco,3,3,4.8,0.7,0.05722,,0.02004,,1,23-May-17,,,,,
2622,761,heco,4,1,7.8,0.6,0.11737,,0.02724,,1,23-May-17,31,31,19,Using 1/8 of plant,
2623,761,heco,4,2,6.3,0.6,0.06097,,0.01547,,1,23-May-17,,,,,
2624,761,heco,4,3,5.6,0.6,0.05061,,0.01278,,1,23-May-17,,,,,
2625,761,heco,5,1,6.4,0.5,0.04781,,0.0127,,1,23-May-17,10,22,12,using half of plant,
2626,761,heco,5,2,6.8,0.4,0.04606,,0.01381,,1,23-May-17,,,,,
2627,761,heco,5,3,7,0.4,0.04981,,0.01577,,1,23-May-17,,,,,
2628,761,clpu,1,1,1.9,0.2,0.01049,,0.00236,,1,23-May-17,8,8,6,,
2629,761,clpu,1,2,2.1,0.2,0.01425,,0.00349,,1,23-May-17,,,,,
2630,761,clpu,1,3,1.6,0.2,0.00565,,0.00146,,1,23-May-17,,,,,
2631,761,clpu,2,1,1.5,0.3,0.01036,,0.00235,,1,23-May-17,6.5,6,7,,
2632,761,clpu,2,2,2,0.3,0.01051,,0.00233,,1,23-May-17,,,,,
2633,761,clpu,2,3,1.4,0.2,0.00563,,0.00125,,1,23-May-17,,,,,
2634,761,clpu,3,1,1.5,0.3,0.00819,,0.00168,,1,23-May-17,6.5,7,8,,
2635,761,clpu,3,2,1.8,0.3,0.01066,,0.00221,,1,23-May-17,,,,,
2636,761,clpu,3,3,2.1,0.3,0.01277,,0.00265,,1,23-May-17,,,,,
2637,761,clpu,4,1,2.1,0.2,0.01236,,0.00283,,1,23-May-17,8,7.5,7,,
2638,761,clpu,4,2,2,0.2,0.01031,,0.00238,,1,23-May-17,,,,,
2639,761,clpu,4,3,2,0.3,0.01193,,0.00388,,1,23-May-17,,,,,
2640,761,lopu,1,1,1.7,1.1,0.02129,,0.00616,,1,23-May-17,9,6.5,4.5,,
2641,761,lopu,1,2,2,1.1,0.03088,,0.00898,,1,23-May-17,,,,,
2642,761,lopu,1,3,1.2,1.1,0.01253,,0.00328,,1,23-May-17,,,,,
2643,761,lopu,2,1,1.1,0.9,0.01348,,0.00451,,1,23-May-17,7,6,5,,
2644,761,lopu,2,2,1.5,1.1,0.01363,,0.0048,,1,23-May-17,,,,,
2645,761,lopu,2,3,1,0.9,0.00777,,0.00257,,1,23-May-17,,,,,
2646,760,naat,1,1,1.1,0.6,0.00707,,0.003,,1,23-May-17,9,19,8.5,using half of plant,
2647,760,naat,1,2,1.1,0.6,0.00726,,0.00301,,1,23-May-17,,,,,
2648,760,naat,1,3,1,0.6,0.00694,,0.0029,,1,23-May-17,,,,,
2649,760,naat,2,1,1,0.6,0.00695,,0.0029,,1,23-May-17,7,7.5,5.5,using half of plant,
2650,760,naat,2,2,1.2,0.7,0.00805,,0.00301,,1,23-May-17,,,,,
2651,760,naat,2,3,1.2,0.6,0.00811,,0.00281,,1,23-May-17,,,,,
2652,760,naat,3,1,1,0.5,0.00541,,0.00201,,1,23-May-17,12,30,19,using fourth of plant,
2653,760,naat,3,2,1.1,0.6,0.00488,,0.00188,,1,23-May-17,,,,,
2654,760,naat,3,3,1,0.6,0.00569,,0.00234,,1,23-May-17,,,,,
2655,760,naat,4,1,1,0.6,0.00506,,0.00212,,1,23-May-17,9,25,15,using fourth of plant,
2656,760,naat,4,2,1.3,0.7,0.00957,,0.00333,,1,23-May-17,,,,,
2657,760,naat,4,3,13,0.7,0.01014,,0.00376,,1,23-May-17,,,,,
2658,761,naat,1,1,1.1,0.6,0.00653,,0.00233,,1,23-May-17,18,34,42,Using 1/16 of plant,
2659,761,naat,1,2,1.1,0.6,0.00538,,0.00177,,1,23-May-17,,,,,
2660,761,naat,1,3,1,0.6,0.00631,,0.00228,,1,23-May-17,,,,,
2661,761,naat,2,1,1.4,0.9,0.01509,,0.00419,,1,23-May-17,26,46,50,,
2662,761,naat,2,2,1.4,0.9,0.01002,,0.004,,1,23-May-17,,,,,
2663,761,naat,2,3,1.4,0.8,0.01273,,0.00438,,1,23-May-17,,,,,
2664,760,lopu,1,1,1,1.1,0.0072,,0.00239,,1,23-May-17,11,3.5,2,,
2665,760,lopu,1,2,1.7,1.2,0.01579,,0.00506,,1,23-May-17,,,,,
2666,760,lopu,1,3,0.8,1.1,0.00564,,0.00189,,1,23-May-17,,,,,
2667,760,lopu,2,1,1.5,2,0.03208,,0.00929,,1,23-May-17,10,7,6,herbivory on plants,
2668,760,lopu,2,2,1.5,2.3,0.03612,,0.01004,,1,23-May-17,,,,,
2669,760,lopu,2,3,1.7,2.1,0.03343,,0.00953,,1,23-May-17,,,,,
2670,760,lopu,3,1,1.2,2,0.02427,,0.00843,,1,23-May-17,11,6,3,,
2671,760,lopu,3,2,1.3,1.7,0.02539,,0.00842,,1,23-May-17,,,,,
2672,760,lopu,3,3,1.2,1.7,0.0178,,0.0065,,1,23-May-17,,,,,
2673,762,naat,1,1,1.5,0.7,0.00832,,0.00244,,1,23-May-17,5,7,3,,
2674,762,naat,1,2,1.3,0.3,0.00622,,0.00181,,1,23-May-17,,,,,
2675,762,naat,1,3,1.3,0.6,0.00742,,0.00219,,1,23-May-17,,,,,
2676,762,lopu,2,1,1.4,1.6,0.02055,,0.00657,,1,23-May-17,12,14,12,,
2677,762,lopu,2,2,1.3,1.9,0.02013,,0.00687,,1,23-May-17,,,,,
2678,762,lopu,2,3,1.2,1.9,0.02042,,0.00707,,1,23-May-17,,,,,
2679,762,lopu,3,1,2,2.2,0.04016,,0.01362,,1,23-May-17,17,49,37,using quarter of plant,
2680,762,lopu,3,2,1.8,2.2,0.03826,,0.01286,,1,23-May-17,,,,,
2681,762,lopu,3,3,2,1.7,0.03946,,0.01386,,1,23-May-17,,,,,
2682,762,lopu,4,1,2.4,2,0.05409,,0.01522,,1,23-May-17,15,27,23,using half of plant,
2683,762,lopu,4,2,1.8,2.4,0.0543,,0.01505,,1,23-May-17,,,,,
2684,762,lopu,4,3,1.8,2.3,0.03624,,0.01129,,1,23-May-17,,,,,
2685,762,lopu,5,1,2.5,2.3,0.07252,,0.02404,,1,23-May-17,20,87,60,Using 1/16 of plant,
2686,762,lopu,5,2,2.6,2.4,0.06976,,0.02203,,1,23-May-17,,,,,
2687,762,lopu,5,3,2,2,0.05658,,0.01866,,1,23-May-17,,,,,
2688,762,ceme,1,1,3.9,0.9,0.05871,,0.01418,,1,23-May-17,46,35,42,using quarter of plant,
2689,762,ceme,1,2,3.2,0.8,0.04103,,0.01054,,1,23-May-17,,,,,
2690,762,ceme,1,3,2.6,0.7,0.03739,,0.01046,,1,23-May-17,,,,,
2691,762,ceme,2,1,2.3,0.8,0.0552,,0.01362,,1,23-May-17,35,26,19,using half of plant,
2692,762,ceme,2,2,3.8,0.6,0.05026,,0.01209,,1,23-May-17,,,,,
2693,762,ceme,2,3,3.6,0.6,0.04269,,0.01099,,1,23-May-17,,,,,
2694,762,ceme,3,1,3.4,0.6,0.0481,,0.01073,,1,23-May-17,38,48,38,using half of plant,
2695,762,ceme,3,2,3.2,0.6,0.04013,,0.00998,,1,23-May-17,,,,,
2696,762,ceme,3,3,3.5,0.6,0.04094,,0.00897,,1,23-May-17,,,,,
2697,762,ceme,4,1,4.3,1.2,0.10098,,0.0244,,1,23-May-17,,,,,
2698,762,ceme,4,2,4.4,1,0.10185,,0.0241,,1,23-May-17,,,,,
2699,762,ceme,4,3,4,1,0.0836,,0.01927,,1,23-May-17,,,,,
2700,762,clpu,1,1,3.7,0.6,0.04895,,,,1,23-May-17,50,50,40,using quarter of plant,
